field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_course_1,top_course_2,top_course_3,top_course_4,top_course_5
Social Science,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,69,45,72,84,65,79,48,83,54,79,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
STEM,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,77,78,86,61,68,87,89,72,54,37,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,51,68,66,59,50,68,74,71,53,87,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,67,65,80,53,82,80,88,78,61,56,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Health,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,69,75,49,60,74,72,81,56,82,68,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Architecture,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,66,61,39,52,79,80,61,50,84,52,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Arts,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,56,75,79,68,73,54,73,87,89,46,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Business,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,68,97,98,90,74,75,79,79,74,86,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,89,51,77,53,64,81,87,61,55,43,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,100,57,40,33,74,80,77,50,66,38,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,94,82,100,60,49,62,77,86,48,49,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,72,67,71,74,72,70,59,65,89,75,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,59,69,59,69,38,62,94,76,57,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,78,66,50,56,77,97,79,56,57,69,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Law,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,43,35,95,64,54,58,42,84,34,67,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Architecture,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,72,76,40,60,65,47,71,57,90,59,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Business,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,83,65,78,76,78,65,78,86,72,70,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Architecture,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,75,89,91,68,50,67,71,79,80,43,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,90,100,52,57,64,82,84,50,100,72,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,54,40,81,60,46,63,44,81,46,63,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,71,52,59,63,50,76,72,74,33,72,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92,90,22,35,77,89,83,40,69,32,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Science,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,85,82,76,67,56,86,82,71,56,59,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,71,75,69,72,92,70,100,68,73,70,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,74,65,27,52,57,72,81,27,54,48,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Health,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69,73,80,64,32,58,72,72,69,74,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,80,47,64,76,84,90,59,67,65,73,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,69,72,81,57,76,41,76,70,88,71,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
STEM,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,66,73,78,73,61,55,77,63,81,53,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Arts,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,61,75,25,52,91,78,50,40,95,64,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Law,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,56,56,89,91,61,75,54,84,54,91,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,83,87,58,74,55,76,77,77,84,44,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
STEM,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,87,89,53,52,78,90,81,52,78,55,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,50,82,64,84,73,62,67,71,59,94,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40,89,74,92,52,32,64,76,90,78,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Media,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,38,68,67,79,76,41,45,86,90,62,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Social Science,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,52,50,44,48,53,52,42,68,62,51,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Architecture,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,80,92,50,75,95,77,94,44,76,83,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,83,82,62,92,96,77,75,100,63,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
STEM,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,74,80,74,56,65,73,71,64,69,69,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Science,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,78,78,42,49,54,76,80,64,62,46,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Business,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,48,60,83,78,64,73,51,73,61,76,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,67,75,85,76,74,61,44,94,72,87,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,73,73,59,74,76,71,79,52,82,62,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
STEM,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,78,56,64,54,71,88,82,68,78,54,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,74,84,62,48,52,50,78,64,76,56,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Media,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,55,34,62,72,62,53,26,79,79,62,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Law,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,42,63,65,86,89,72,42,82,77,59,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,87,61,100,55,66,88,66,88,36,52,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,53,76,91,86,58,77,65,94,66,77,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Architecture,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,70,78,65,58,84,70,71,73,88,60,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Media,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40,60,68,54,59,52,40,69,80,47,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,74,83,62,35,42,76,88,46,82,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,65,60,87,73,61,64,75,86,68,74,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Health,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47,60,67,75,53,62,55,65,64,82,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,78,64,70,64,59,82,82,59,48,59,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Social Science,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,96,79,80,47,74,95,83,77,50,53,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Media,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,64,76,73,79,46,53,65,70,83,91,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
STEM,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,77,59,83,85,69,79,99,78,34,66,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75,69,64,74,84,91,69,63,50,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Business,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,76,70,97,88,44,68,77,69,56,74,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,99,77,70,63,81,77,90,62,68,53,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,72,94,82,82,65,78,67,87,88,74,LLM Law,LLM Corporate Law,LLB International Law,Graduate Diploma in Medicine,MSc Nursing
Media,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,38,73,93,63,52,13,84,80,91,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,74,76,69,78,86,71,61,64,85,59,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Education,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,76,65,81,100,68,92,59,75,49,100,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Media,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,43,63,83,76,56,38,55,69,89,69,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,87,73,68,73,65,84,91,73,69,77,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,40,76,54,46,84,62,63,57,89,48,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,67,51,36,47,80,73,72,34,58,74,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Media,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,70,57,62,76,71,66,78,81,76,73,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Arts,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,54,68,100,81,100,75,39,84,100,70,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Architecture,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,53,66,59,50,75,58,62,69,80,46,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Health,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,72,52,64,76,76,78,51,60,54,96,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,84,67,69,81,75,94,61,78,68,75,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,63,51,80,60,70,80,34,65,82,69,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,66,26,73,99,53,74,45,85,10,74,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,58,68,64,78,87,75,71,61,72,94,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
STEM,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,77,69,73,63,83,100,92,67,54,47,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
STEM,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,61,84,36,61,73,78,78,52,79,57,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Law,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,50,62,73,67,50,64,65,69,53,78,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Architecture,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,68,90,69,79,100,72,87,78,79,68,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,83,67,88,80,72,100,60,83,63,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Education,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,69,53,77,93,68,68,63,91,39,72,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Arts,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,46,64,82,74,72,50,53,80,97,72,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,74,56,85,85,62,63,67,83,27,62,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Business,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,61,42,65,77,34,61,59,76,40,91,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,95,68,66,56,84,84,84,56,60,57,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Health,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,57,65,70,80,32,78,73,69,39,82,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,91,82,61,58,74,93,82,58,78,65,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Law,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,47,38,93,77,66,64,56,86,35,70,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,84,67,98,68,57,55,82,91,49,81,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Law,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,48,46,100,71,80,75,37,77,64,53,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Science,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87,72,75,39,90,72,86,67,78,42,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Law,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,67,40,60,54,44,70,53,66,34,55,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Health,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,63,46,39,65,70,78,59,68,61,70,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,57,54,82,65,48,54,68,73,59,80,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Engineering,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,100,98,51,44,81,85,100,45,84,47,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,51,55,82,94,61,71,58,78,86,87,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,60,68,84,67,49,76,74,77,49,33,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,96,75,59,42,78,100,77,56,72,41,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,52,44,59,50,53,63,57,55,42,77,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62,55,54,80,70,77,42,69,48,99,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Education,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,80,78,95,83,83,81,84,87,61,66,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Media,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,52,51,86,82,89,67,44,80,84,75,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Media,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,55,69,84,65,67,52,59,80,77,62,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,66,37,75,74,81,95,44,75,51,75,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,83,43,61,53,42,68,84,56,32,57,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Business,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,73,70,86,76,56,72,82,84,55,87,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,57,59,79,88,59,79,53,86,52,75,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
STEM,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,83,81,57,69,75,88,90,64,89,64,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Arts,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,47,58,66,70,66,55,51,67,77,73,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,53,59,76,79,70,57,40,83,63,67,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
