field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_career_1,top_career_2,top_career_3,top_career_4,top_career_5
IT & Computer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,76,36,58,69,72,94,43,75,62,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,69,47,75,59,59,84,68,82,44,56,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,34,52,97,72,52,72,58,79,73,76,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Hospitality,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,55,63,87,89,71,74,51,81,74,70,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Law & Government,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,52,60,69,59,65,81,61,70,56,74,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Law & Government,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,84,82,69,78,76,71,85,74,58,81,Social Welfare Officer,Policy Analyst,Lawyer / Advocate,Judge,Legal Advisor
all,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,46,61,56,25,51,74,57,52,67,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Aviation,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,54,43,64,98,36,61,73,46,35,93,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher,Aircraft Maintenance Engineer
Biotech,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,77,100,63,49,73,70,79,48,89,57,Biomedical Engineer,Food Technologist,Biotechnologist,Microbiologist,Geneticist
Education,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,80,54,100,89,75,58,63,97,57,82,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
all,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,53,77,51,57,74,53,63,63,81,80,Animator,Film Director,Video Editor,Journalist,Content Writer
all,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,72,39,62,87,59,73,70,59,43,91,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,68,66,82,55,69,67,69,78,58,71,IT Project Manager,Public Relations Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,75,74,78,64,79,89,68,67,64,44,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Research,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,72,67,50,37,71,88,78,49,69,49,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Space Science,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100,89,39,33,69,90,100,58,65,47,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Space Science,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,77,79,26,38,78,96,85,41,61,30,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Media & Creative,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,67,71,97,62,88,78,55,100,92,59,Public Relations Manager,Graphic Designer,Animator,Film Director,Video Editor
all,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53,60,60,49,67,65,25,68,81,71,UI/UX Designer,Social Worker,School Teacher,Professor,Special Education Teacher
Defense,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,86,66,44,74,79,73,60,54,73,71,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,90,80,73,48,70,91,83,78,81,22,Software Developer,Web Developer,Mobile App Developer,Data Analyst,Data Scientist
all,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,70,55,42,36,79,83,65,51,59,45,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,61,58,73,69,50,55,74,69,33,83,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Healthcare,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,88,59,48,48,67,79,83,53,46,73,Biomedical Scientist,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Law & Government,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,93,46,79,78,100,84,55,88,72,75,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,76,68,99,73,53,68,94,91,43,96,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Science,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,100,76,63,62,82,100,94,59,57,69,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,95,56,42,63,47,87,77,45,45,61,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Defense,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,54,81,59,79,50,51,87,63,48,68,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,93,73,74,70,71,92,91,71,78,68,IT Project Manager,Public Relations Manager,Data Analyst,Data Scientist,Cybersecurity Analyst
all,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,74,75,54,87,78,63,78,66,89,86,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Marine,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,57,53,75,61,54,81,63,70,49,55,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Design,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,56,93,72,64,81,60,79,85,99,74,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,80,86,37,41,84,77,77,36,84,42,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Aviation,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,76,60,56,73,76,81,71,88,66,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Engineering,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,93,73,52,59,62,73,73,68,44,62,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Business & Finance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,71,76,62,65,53,53,90,76,48,72,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Engineering,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,86,68,58,45,64,75,85,51,65,58,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Education,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,82,61,68,100,81,78,61,73,80,95,School Teacher,Professor,Special Education Teacher,Training Manager,Curriculum Developer
all,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,65,58,57,68,57,56,61,56,65,69,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
all,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,71,62,81,91,62,56,76,89,82,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,67,56,54,91,46,77,68,56,52,85,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Defense,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,41,42,64,75,57,69,40,67,44,77,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
all,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,69,75,52,69,93,76,70,64,60,75,IT Project Manager,Software Developer,Web Developer,Mobile App Developer,Game Developer
all,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,86,74,75,75,82,69,91,70,71,87,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
all,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,83,77,63,68,79,76,92,59,84,50,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Defense,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,55,68,71,72,63,55,56,61,61,89,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Hospitality,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,39,45,68,76,78,69,34,78,65,96,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Business & Finance,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,66,50,59,79,57,64,81,53,52,83,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Business & Finance,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,80,84,75,69,79,69,100,67,64,65,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,93,41,42,67,74,94,43,82,64,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Hospitality,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,46,80,79,89,53,45,67,88,70,71,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Fashion,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,29,49,83,88,71,46,27,80,82,85,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
all,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100,68,96,66,86,75,93,84,77,59,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Research,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,77,71,70,71,90,85,67,70,87,61,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Research,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,69,85,65,83,88,87,86,59,76,79,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,52,58,61,50,85,75,34,58,100,57,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Business & Finance,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,85,51,99,67,76,73,87,85,60,46,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,100,87,75,60,87,85,83,76,60,55,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Media & Creative,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47,59,100,72,65,57,34,87,86,88,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Education,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,56,84,89,89,89,69,66,81,87,91,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
all,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,69,69,48,90,49,74,65,57,64,85,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Education,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,68,70,97,75,75,69,81,92,67,76,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
Law & Government,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,43,52,58,94,55,48,43,78,74,94,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Hospitality,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,55,53,66,64,69,54,57,80,72,79,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
Law & Government,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,80,78,71,66,78,95,81,74,47,62,Policy Analyst,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,78,65,87,54,68,78,68,83,48,60,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
IT & Computer,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,87,43,33,87,87,97,46,96,60,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,84,54,73,65,59,68,64,69,49,66,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Engineering,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,97,75,25,29,70,100,100,17,60,44,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,74,81,62,75,40,64,83,82,45,64,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Hospitality,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,51,28,70,97,45,33,36,73,49,79,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
Defense,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,100,69,80,58,80,69,84,86,64,67,Defense Scientist,Navy Officer,Army Officer,Air Force Officer,Coast Guard Officer
Hospitality,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,42,63,81,92,37,54,54,76,53,80,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
IT & Computer,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,81,93,75,62,92,97,82,76,92,44,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,54,73,91,55,81,80,61,71,82,65,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,80,65,63,59,90,61,51,67,84,63,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,93,64,64,70,91,91,82,72,75,43,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Aviation,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,64,57,77,44,57,73,64,60,35,57,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Biotech,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,84,90,54,69,75,89,93,55,72,49,Agricultural Scientist,Environmental Scientist,Biomedical Engineer,Food Technologist,Biotechnologist
all,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,75,75,91,64,61,89,82,87,56,39,Public Relations Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
all,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,57,74,85,86,73,60,64,84,55,84,IT Project Manager,Public Relations Manager,Social Worker,School Teacher,Professor
all,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,62,29,100,89,62,62,51,95,46,72,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Aviation,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,76,73,97,67,61,81,82,83,50,62,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Science,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,100,88,42,61,60,100,93,56,63,58,Physicist,Chemist,Mathematician,Statistician,Geologist
Media & Creative,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61,50,77,67,70,86,61,77,74,50,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Biotech,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,81,76,48,74,70,86,75,51,74,68,Biomedical Engineer,Tourism Manager,Real Estate Manager,Agricultural Scientist,Environmental Scientist
all,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,75,69,70,66,65,59,84,69,43,59,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Forensics,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,68,41,45,76,83,84,35,62,81,62,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,15,51,100,83,66,22,28,94,79,89,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
all,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,77,58,48,62,63,68,68,64,44,63,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,71,60,59,74,64,61,61,72,63,83,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Sports / Fitness,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,92,100,37,79,78,64,81,55,99,75,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Media & Creative,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,51,43,78,69,69,80,39,77,70,77,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Education,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,59,82,81,79,62,74,77,72,75,93,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
Research,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,92,56,100,85,84,87,84,80,77,59,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,58,58,60,68,65,67,78,64,52,72,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Biotech,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,64,79,53,71,67,71,90,71,62,56,Tourism Manager,Real Estate Manager,Biomedical Engineer,Agricultural Scientist,Environmental Scientist
Business & Finance,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,73,61,82,87,73,89,61,74,59,73,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,67,69,74,100,66,67,57,78,83,76,IT Project Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Media & Creative,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,48,75,78,81,74,43,55,85,98,64,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Forensics,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74,62,48,65,25,54,71,56,42,60,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,41,62,69,78,95,60,66,57,59,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Aviation,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,81,65,48,71,68,73,70,67,56,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Sports / Fitness,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,69,44,76,67,47,52,57,73,47,67,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Engineering,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,79,57,18,30,64,86,88,37,48,51,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
IT & Computer,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,79,76,68,71,76,71,66,67,95,67,IT Project Manager,Software Developer,Web Developer,Mobile App Developer,Game Developer
all,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,73,50,72,56,81,76,78,72,67,42,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Design,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,56,70,41,65,62,31,74,64,84,58,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
Aviation,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,95,77,60,58,48,84,89,55,30,69,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,100,85,55,65,64,75,93,52,67,54,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
IT & Computer,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,73,52,75,44,43,71,58,71,43,26,Software Developer,Web Developer,Mobile App Developer,Data Analyst,Data Scientist
Forensics,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,49,78,73,62,77,55,62,80,83,50,Criminologist,Forensic Scientist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,75,83,46,46,64,80,97,54,63,51,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Research,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,83,85,68,55,90,81,91,64,85,39,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Research,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,89,37,64,83,89,92,58,87,54,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,57,72,51,63,74,66,48,68,90,62,UI/UX Designer,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager
Healthcare,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,91,62,61,88,58,72,71,62,56,85,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,74,70,63,62,62,64,84,68,76,62,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Business & Finance,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,55,72,74,77,84,75,79,71,62,60,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,62,87,61,67,88,46,56,64,97,79,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Business & Finance,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,86,93,71,51,76,76,89,66,67,72,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,92,67,69,72,90,85,70,84,95,68,IT Project Manager,Software Developer,Web Developer,Mobile App Developer,Game Developer
Biotech,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,41,44,64,64,62,64,52,63,53,58,Food Technologist,Biotechnologist,Microbiologist,Geneticist,Marine Biologist
all,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,80,85,70,62,64,72,88,73,73,44,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Engineering,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,91,78,63,52,54,89,80,53,41,63,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,92,54,59,79,74,77,63,81,48,88,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Marine,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,71,70,67,69,81,93,59,63,59,60,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
all,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,61,45,67,72,60,58,65,65,56,81,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
Aviation,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,75,83,43,75,38,74,85,73,76,71,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Aviation,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,55,62,75,72,90,82,59,42,68,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
Marine,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,85,60,77,76,90,89,77,69,64,70,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Research,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,66,51,62,73,56,75,76,62,32,49,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Design,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,54,89,59,71,73,65,57,70,89,65,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Engineering,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,87,82,52,39,89,76,84,51,67,55,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,91,91,79,58,88,83,88,72,77,65,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
all,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,36,56,81,58,48,35,40,84,84,80,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Aviation,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,55,68,73,60,64,75,62,77,72,44,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,31,77,83,80,79,71,70,81,76,80,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Hospitality,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,67,66,67,92,72,64,74,69,58,94,Hotel Manager,Event Manager,Airline Manager,Wedding Planner,NGO Program Manager
all,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,81,54,65,90,52,64,71,73,50,84,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,83,65,50,61,74,86,75,60,62,42,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Aviation,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,79,59,52,61,19,66,92,54,26,45,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
